Time,Device,Direction,PacketRate,Mbit,MbitWithFraming,TotalPackets,TotalBytes
1654971775,Capture benign,RX,0.60868645809466,3487.7054351662,3585.0952684614,83214060,59837556661
1654971776,Capture benign,RX,0.61448186036348,3553.4777524981,3651.7948501562,83828542,60281741481
1654971777,Capture benign,RX,0.6094734528178,3508.3660022067,3605.8817546575,84438016,60720287625
1654971778,Capture benign,RX,0.60760860793615,3464.8071099414,3562.0244872112,85045626,61153389506
1654971779,Capture benign,RX,0.61612294491432,3572.8173445652,3671.3970157515,85661749,61599991714
1654971780,Capture benign,RX,0.60904489279191,3521.3113664613,3618.7585493081,86270795,62040156435
1654971781,Capture benign,RX,0.59173119981351,3360.4042877912,3455.0812797614,86862527,62460207539
1654971782,Capture benign,RX,0.59838982299518,3376.5641584561,3472.3065301353,87460918,62882278889
1654971783,Capture benign,RX,0.61030116979303,3473.5678392609,3571.2160264278,88071221,63316476171
1654971784,Capture benign,RX,0.60146607977516,3370.2025443797,3466.4371171437,88672689,63737752834
1654971785,Capture benign,RX,0.60263567545423,3395.2116495921,3491.6333576648,89275326,64162155223
1654971786,Capture benign,RX,0.61398078546671,3488.5794271393,3586.816352814,89889308,64598228514
1654971787,Capture benign,RX,0.62419147215816,3594.1752806184,3694.0459161637,90513500,65047500804
1654971788,Capture benign,RX,0.62309420382607,3536.8295447291,3636.5246173413,91136595,65489605062
1654971789,Capture benign,RX,0.61140600921578,3448.3234759874,3546.1484374619,91748002,65920646195
1654971790,Capture benign,RX,0.61328689193422,3406.1513338823,3504.2772365918,92361290,66346415881
1654971791,Capture benign,RX,0.60399552073751,3397.5489280897,3494.1882114077,92965286,66771109834
1654971792,Capture benign,RX,0.62676659372957,3670.2892369166,3770.5718919134,93592053,67229896286
1654971793,Capture benign,RX,0.63525777754715,3783.1358512317,3884.7770956393,94227311,67702788433
1654971794,Capture benign,RX,0.62180379152403,3627.3664798306,3726.8550864745,94849115,68156209395
1654971795,Capture benign,RX,0.61318990985596,3462.6427330953,3560.7531186723,95462307,68589041212
1654971796,Capture benign,RX,0.62618261510252,3640.5903942277,3740.7796126441,96088490,69044115291
1654971797,Capture benign,RX,0.59676187510572,3338.6547546462,3434.1366546631,96685253,69461447922
1654971798,Capture benign,RX,0.60555904640511,3362.2388570765,3459.1283045013,97290814,69881729135
1654971799,Capture benign,RX,0.61431166123378,3552.0897869491,3650.3796527465,97905127,70325741326
1654971800,Capture benign,RX,0.58715816006351,3284.0321181544,3377.9774237645,98492286,70736245928
1654971801,Capture benign,RX,0.58380265377753,3234.5527572679,3327.9611818723,99076090,71140565955
1654971802,Capture benign,RX,0.59950560650221,3327.1901626806,3423.111059721,99675601,71556468467
1654971803,Capture benign,RX,0.59759569946064,3372.5512958961,3468.1666078098,100273197,71978037591
1654971804,Capture benign,RX,0.15216117174129,856.29840001248,880.64418749108,100425371,72085083915
1654971805,Capture benign,RX,0,0,0,100425371,72085083915
1654971806,Capture benign,RX,0,0,0,100425371,72085083915
1654971807,Capture benign,RX,0.5771561636658,3314.2501989775,3406.5951851641,100425371,72085083915
